player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,value_M,wage_K,avg_skill,position_group,growth_potential
208722,/player/208722/sadio-mane/230009,23,9,2023-01-13,S. Mané,Sadio Mané,"CF, LM",89,89,101000000.0,155000.0,30,1992-04-10,174,69,19.0,Bundesliga,1.0,21.0,FC Bayern München,LM,17.0,,2022-07-01,2025.0,136,Senegal,,,,Right,4,4,4,Medium/Medium,Unique,Yes,166700000.0,"#Poacher, #Dribbler, #Acrobat, #Complete Forward","Flair, Speed Dribbler (AI), Team Player",88.0,82.0,80.0,88.0,44.0,77.0,78,85,84,84,75,88,77,64,71,86,91,86,93,91,88,83,87,85,72,78,75,35,90,84,75,84,42,42,38,10,10,15,7,14,,85+3,85+3,85+3,86,87,87,87,86,86+3,86+3,86+3,85+3,79+3,79+3,79+3,85+3,67+3,65+3,65+3,65+3,67+3,64+3,59+3,59+3,59+3,64+3,19+3,https://cdn.sofifa.net/players/208/722/23_120.png,101.0,155.0,76.5,Forward,0
212622,/player/212622/joshua-kimmich/230009,23,9,2023-01-13,J. Kimmich,Joshua Walter Kimmich,"CDM, RB, CM",89,90,105500000.0,130000.0,27,1995-02-08,177,75,19.0,Bundesliga,1.0,21.0,FC Bayern München,RDM,6.0,,2015-07-01,2025.0,21,Germany,1337.0,LDM,6.0,Right,4,3,4,High/Medium,Normal (170-185),Yes,182000000.0,#Crosser,"Leadership, Long Passer (AI), Playmaker (AI)",68.0,72.0,87.0,84.0,83.0,79.0,91,68,72,87,69,82,85,69,90,85,77,60,84,88,84,78,79,94,68,83,89,85,80,85,44,85,84,85,78,8,15,7,15,15,,77+3,77+3,77+3,81,80,80,80,81,83+3,83+3,83+3,83+3,86+3,86+3,86+3,83+3,84+3,86+3,86+3,86+3,84+3,83+3,81+3,81+3,81+3,83+3,21+3,https://cdn.sofifa.net/players/212/622/23_120.png,105.5,130.0,78.8,Midfielder,1
239085,/player/239085/erling-haaland/230009,23,9,2023-01-13,E. Haaland,Erling Braut Haaland,ST,89,94,160000000.0,230000.0,21,2000-07-21,195,94,13.0,Premier League,1.0,10.0,Manchester City,ST,9.0,,2022-07-01,2027.0,36,Norway,1352.0,ST,9.0,Left,3,3,4,High/Medium,Unique,Yes,308000000.0,"#Aerial Threat, #Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward","Speed Dribbler (AI), Power Header",89.0,91.0,65.0,80.0,49.0,88.0,47,94,79,74,88,78,77,62,53,82,82,94,76,89,74,94,74,81,93,87,87,43,91,74,76,85,44,53,29,7,14,13,11,7,,88+3,88+3,88+3,80,85,85,85,80,80+3,80+3,80+3,78+3,74+3,74+3,74+3,78+3,63+3,64+3,64+3,64+3,63+3,61+3,62+3,62+3,62+3,61+3,19+3,https://cdn.sofifa.net/players/239/085/23_120.png,160.0,230.0,77.0,Forward,5
20801,/player/20801/c-ronaldo-dos-santos-aveiro/230009,23,9,2023-01-13,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,ST,88,88,31000000.0,86000.0,37,1985-02-05,187,83,350.0,Pro League,1.0,112139.0,Al Nassr,ST,7.0,,2023-01-01,2025.0,38,Portugal,1354.0,ST,7.0,Right,4,5,5,High/Low,Unique,Yes,52700000.0,"#Distance Shooter, #Clinical Finisher","Power Free-Kick, Flair, Long Shot Taker (AI), Outside Foot Shot",79.0,91.0,76.0,83.0,34.0,72.0,78,91,89,78,85,81,79,75,70,87,76,82,77,90,67,93,95,70,75,88,62,29,93,76,90,94,24,32,24,7,11,15,14,11,,87+1,87+1,87+1,84,86,86,86,84,83+3,83+3,83+3,82+3,75+3,75+3,75+3,82+3,60+3,58+3,58+3,58+3,60+3,57+3,52+3,52+3,52+3,57+3,20+3,https://cdn.sofifa.net/players/020/801/23_120.png,31.0,86.0,72.5,Forward,0
177003,/player/177003/luka-modric/230009,23,9,2023-01-13,L. Modrić,Luka Modrić,CM,88,88,29000000.0,230000.0,36,1985-09-09,172,66,53.0,La Liga,1.0,243.0,Real Madrid,RCM,10.0,,2012-08-01,2023.0,10,Croatia,1328.0,RCM,10.0,Right,4,4,4,Medium/Medium,Lean (170-185),Yes,59500000.0,"#Playmaker, #Crosser, #Acrobat, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",73.0,76.0,89.0,88.0,72.0,66.0,86,72,55,91,76,85,85,78,92,90,76,70,91,88,92,79,67,83,58,82,62,80,78,90,83,92,70,75,72,13,9,7,14,9,,76+3,76+3,76+3,83,82,82,82,83,86+2,86+2,86+2,84+3,87+1,87+1,87+1,84+3,81+3,81+3,81+3,81+3,81+3,79+3,72+3,72+3,72+3,79+3,19+3,https://cdn.sofifa.net/players/177/003/23_120.png,29.0,230.0,77.3,Midfielder,0
182521,/player/182521/toni-kroos/230009,23,9,2023-01-13,T. Kroos,Toni Kroos,CM,88,88,72000000.0,310000.0,32,1990-01-04,183,76,53.0,La Liga,1.0,243.0,Real Madrid,LCM,8.0,,2014-07-17,2023.0,21,Germany,,,,Right,5,3,4,Medium/Medium,Normal (170-185),Yes,147600000.0,"#Playmaker, #Distance Shooter, #Crosser, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",53.0,81.0,90.0,81.0,71.0,68.0,88,77,58,93,82,80,86,84,93,88,55,52,63,90,71,89,32,75,72,86,60,80,76,89,73,88,71,73,60,10,11,13,7,10,,77+3,77+3,77+3,80,81,81,81,80,83+3,83+3,83+3,81+3,86+2,86+2,86+2,81+3,77+3,81+3,81+3,81+3,77+3,74+3,71+3,71+3,71+3,74+3,19+3,https://cdn.sofifa.net/players/182/521/23_120.png,72.0,310.0,74.0,Midfielder,0
200104,/player/200104/heung-min-son/230009,23,9,2023-01-13,H. Son,손흥민 孙兴慜,"LW, LM, ST",88,88,89500000.0,230000.0,29,1992-07-08,183,78,13.0,Premier League,1.0,18.0,Tottenham Hotspur,LW,7.0,,2015-08-28,2025.0,167,Korea Republic,,,,Right,5,4,4,High/Medium,Unique,Yes,170100000.0,"#Dribbler, #Distance Shooter, #Clinical Finisher, #Complete Forward","Solid Player, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI), Team Player",88.0,89.0,80.0,85.0,42.0,69.0,83,91,68,81,79,86,87,74,74,82,85,90,85,91,76,88,60,88,64,89,62,39,91,81,73,89,47,34,33,11,13,13,6,10,,85+3,85+3,85+3,86,86,86,86,86,85+3,85+3,85+3,85+3,78+3,78+3,78+3,85+3,67+3,63+3,63+3,63+3,67+3,63+3,54+3,54+3,54+3,63+3,19+3,https://cdn.sofifa.net/players/200/104/23_120.png,89.5,230.0,75.5,Forward,0
207865,/player/207865/marcos-aoas-correa/230009,23,9,2023-01-13,Marquinhos,Marcos Aoás Corrêa,CB,88,90,92000000.0,170000.0,28,1994-05-14,183,75,16.0,Ligue 1,1.0,73.0,Paris Saint Germain,LCB,5.0,,2013-07-19,2024.0,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,177100000.0,"#Tackling, #Tactician ","Power Header, Team Player",79.0,56.0,75.0,74.0,89.0,80.0,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86,90,89,89,6,6,12,10,13,,72+3,72+3,72+3,73,73,73,73,73,75+3,75+3,75+3,76+3,79+3,79+3,79+3,76+3,83+3,85+3,85+3,85+3,83+3,84+3,87+3,87+3,87+3,84+3,18+3,https://cdn.sofifa.net/players/207/865/23_120.png,92.0,170.0,75.5,Defender,2
210514,/player/210514/joao-pedro-cavaco-cancelo/230009,23,9,2023-01-13,João Cancelo,João Pedro Cavaco Cancelo,"LB, RB",88,88,82500000.0,250000.0,28,1994-05-27,182,74,13.0,Premier League,1.0,10.0,Manchester City,LB,7.0,,2019-08-07,2027.0,38,Portugal,1354.0,RB,20.0,Right,4,4,3,High/Medium,Unique,Yes,152600000.0,"#Dribbler, #Crosser","Early Crosser, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",85.0,73.0,85.0,85.0,81.0,73.0,88,69,72,88,62,86,87,69,79,87,86,84,79,85,78,80,72,91,62,79,76,82,81,85,52,86,79,84,80,6,9,15,14,14,,78+3,78+3,78+3,84,83,83,83,84,84+3,84+3,84+3,85+3,84+3,84+3,84+3,85+3,85+3,83+3,83+3,83+3,85+3,84+3,79+3,79+3,79+3,84+3,19+3,https://cdn.sofifa.net/players/210/514/23_120.png,82.5,250.0,80.3,Defender,0
215914,/player/215914/ngolo-kante/230009,23,9,2023-01-13,N. Kanté,N'Golo Kanté,"CDM, CM",88,88,64000000.0,210000.0,31,1991-03-29,168,70,13.0,Premier League,1.0,5.0,Chelsea,RES,7.0,,2016-07-16,2023.0,18,France,,,,Right,3,2,4,Medium/High,Unique,Yes,118400000.0,"#Tackling, #Tactician ","Injury Prone, Leadership",72.0,66.0,74.0,81.0,86.0,81.0,68,65,54,81,56,78,49,49,76,81,77,68,78,91,92,71,75,93,72,65,92,89,72,77,54,84,90,92,85,15,12,10,7,10,,72+3,72+3,72+3,76,76,76,76,76,77+3,77+3,77+3,77+3,81+3,81+3,81+3,77+3,83+3,85+3,85+3,85+3,83+3,83+3,83+3,83+3,83+3,83+3,20+3,https://cdn.sofifa.net/players/215/914/23_120.png,64.0,210.0,76.7,Midfielder,0
218667,/player/218667/bernardo-mota-carvalho-e-silva/230009,23,9,2023-01-13,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CAM, CM",88,88,97500000.0,260000.0,27,1994-08-10,173,64,13.0,Premier League,1.0,10.0,Manchester City,SUB,20.0,,2017-07-01,2025.0,38,Portugal,1354.0,RW,10.0,Left,3,4,2,High/High,Lean (170-185),Yes,180400000.0,"#Dribbler, #Engine, #Acrobat","Flair, Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",74.0,78.0,84.0,92.0,66.0,68.0,85,79,51,89,78,92,85,67,77,91,84,65,94,87,92,79,51,93,54,78,77,65,83,85,68,90,66,73,58,9,10,14,12,9,,78+2,78+2,78+2,85,84,84,84,85,86+2,86+2,86+2,86+2,84+2,84+2,84+2,86+2,78+2,77+2,77+2,77+2,78+2,75+2,67+2,67+2,67+2,75+2,19+2,https://cdn.sofifa.net/players/218/667/23_120.png,97.5,260.0,77.0,Midfielder,0
239818,/player/239818/ruben-santos-gato-alves-dias/230009,23,9,2023-01-13,Rúben Dias,Rúben dos Santos Gato Alves Dias,CB,88,91,107500000.0,230000.0,25,1997-05-14,187,82,13.0,Premier League,1.0,10.0,Manchester City,RCB,3.0,,2020-09-29,2027.0,38,Portugal,1354.0,LCB,4.0,Right,4,2,3,Medium/High,Normal (185+),Yes,206900000.0,#Tackling ,"Leadership, Power Header",63.0,39.0,66.0,68.0,88.0,88.0,54,29,87,82,32,64,46,48,76,74,57,67,60,89,56,74,78,83,89,26,92,85,39,51,45,81,90,89,85,7,8,13,7,12,,61+3,61+3,61+3,59,60,60,60,59,62+3,62+3,62+3,64+3,70+3,70+3,70+3,64+3,78+3,83+3,83+3,83+3,78+3,80+3,87+3,87+3,87+3,80+3,18+3,https://cdn.sofifa.net/players/239/818/23_120.png,107.5,230.0,68.7,Defender,3
199556,/player/199556/marco-verratti/230009,23,9,2023-01-13,M. Verratti,Marco Verratti,"CM, CAM",87,87,77500000.0,155000.0,29,1992-11-05,165,60,16.0,Ligue 1,1.0,73.0,Paris Saint Germain,CM,6.0,,2012-07-18,2024.0,27,Italy,1343.0,LCM,6.0,Right,4,4,3,Medium/High,Unique,Yes,143400000.0,"#Dribbler, #Playmaker, #Tactician, #Acrobat, #Complete Midfielder","Injury Prone, Dives Into Tackles (AI), Flair, Playmaker (AI), Outside Foot Shot",60.0,61.0,87.0,91.0,79.0,66.0,82,60,57,90,64,91,85,64,89,92,65,55,90,87,93,60,66,75,53,58,89,86,78,89,64,94,78,82,84,12,12,15,15,10,,71+3,71+3,71+3,80,79,79,79,80,83+3,83+3,83+3,82+3,86+1,86+1,86+1,82+3,82+3,85+2,85+2,85+2,82+3,80+3,77+3,77+3,77+3,80+3,21+3,https://cdn.sofifa.net/players/199/556/23_120.png,77.5,155.0,74.0,Midfielder,0
205452,/player/205452/antonio-rudiger/230009,23,9,2023-01-13,A. Rüdiger,Antonio Rüdiger,CB,87,88,73500000.0,250000.0,29,1993-03-03,190,85,53.0,La Liga,1.0,243.0,Real Madrid,RCB,22.0,,2022-07-01,2026.0,21,Germany,1337.0,LCB,2.0,Right,3,2,2,High/High,Lean (185+),Yes,156200000.0,#Strength,"Long Passer (AI), Long Shot Taker (AI)",82.0,53.0,71.0,67.0,86.0,85.0,68,40,82,80,34,64,50,56,78,72,72,91,56,85,50,77,84,71,90,67,92,84,49,61,40,78,88,87,84,14,15,10,12,8,,67+2,67+2,67+2,67,67,67,67,67,67+2,67+2,67+2,69+2,72+2,72+2,72+2,69+2,79+2,81+2,81+2,81+2,79+2,81+2,86+2,86+2,86+2,81+2,20+2,https://cdn.sofifa.net/players/205/452/23_120.png,73.5,250.0,74.0,Defender,1
209658,/player/209658/leon-goretzka/230009,23,9,2023-01-13,L. Goretzka,Leon Christoph Goretzka,"CM, CDM",87,88,91000000.0,115000.0,27,1995-02-06,189,82,19.0,Bundesliga,1.0,21.0,FC Bayern München,LDM,8.0,,2018-07-01,2026.0,21,Germany,1337.0,SUB,8.0,Right,4,3,4,High/Medium,Unique,Yes,157000000.0,#Tactician ,"Injury Prone, Dives Into Tackles (AI), Long Shot Taker (AI)",78.0,82.0,82.0,83.0,81.0,86.0,75,82,86,86,71,84,76,75,85,86,78,78,76,87,73,85,80,86,88,86,82,86,85,84,60,82,74,84,78,13,8,15,11,9,,84+3,84+3,84+3,83,84,84,84,83,84+3,84+3,84+3,83+3,85+3,85+3,85+3,83+3,82+3,84+3,84+3,84+3,82+3,82+3,83+3,83+3,83+3,82+3,19+3,https://cdn.sofifa.net/players/209/658/23_120.png,91.0,115.0,82.0,Midfielder,1
216267,/player/216267/andrew-robertson/230009,23,9,2023-01-13,A. Robertson,Andrew Robertson,LB,87,87,72000000.0,185000.0,28,1994-03-11,178,64,13.0,Premier League,1.0,9.0,Liverpool,LB,26.0,,2017-07-21,2026.0,42,Scotland,1359.0,LWB,3.0,Left,2,3,3,High/High,Unique,Yes,133200000.0,"#Engine, #Crosser","Early Crosser, Speed Dribbler (AI)",80.0,61.0,81.0,81.0,82.0,76.0,88,55,67,82,32,81,82,71,76,83,79,81,75,85,74,76,62,95,65,65,85,84,77,80,55,83,83,84,82,11,8,10,7,14,,72+3,72+3,72+3,78,77,77,77,78,78+3,78+3,78+3,81+3,81+3,81+3,81+3,81+3,85+2,82+3,82+3,82+3,85+2,84+3,79+3,79+3,79+3,84+3,18+3,https://cdn.sofifa.net/players/216/267/23_120.png,72.0,185.0,76.8,Defender,0
